TargetAmount,OrderDate,ActualAmount,ProductCategory,Country
362.75,2/1/2015,2522.8,Bikes,Germany
409.25,2/1/2015,179.95,Bikes,Canada
500.25,2/1/2015,666.56,Bikes,France
609,2/1/2015,48.87,Bikes,Australia
2995.25,2/1/2015,2391.82,Bikes,United States
565.75,2/1/2015,7.28,Bikes,United Kingdom
1442.25,2/1/2015,9675.58,Components,Australia
458.75,2/1/2015,1513.69,Clothing,Germany
424.25,2/1/2015,2570.97,Clothing,Canada
430,2/1/2015,3459.46,Clothing,France
550,2/1/2015,1769.85,Clothing,Australia
2941.25,2/1/2015,7825.19,Clothing,United States
571,2/1/2015,37.98,Clothing,United Kingdom
818.5,2/1/2015,120,Accessories,Germany
768,2/1/2015,46.92,Accessories,Canada
544.75,2/1/2015,49.99,Accessories,France
381.75,2/1/2015,21.49,Accessories,Australia
2977.75,2/1/2015,91.88,Accessories,United States
1038,2/1/2015,58.98,Accessories,United Kingdom
514.5,2/2/2015,5905.76,Bikes,Australia
2419.25,2/2/2015,2398.25,Bikes,United States
589.75,2/2/2015,2384.07,Bikes,Germany
684.25,2/2/2015,2324.98,Bikes,United Kingdom
556.75,2/2/2015,63.74,Bikes,Canada
400.5,2/2/2015,106.96,Bikes,France
823.75,2/2/2015,3160.31,Clothing,Australia
2429.75,2/2/2015,3501.24,Clothing,United States
656.5,2/2/2015,2403.04,Clothing,Germany
417.75,2/2/2015,21.49,Clothing,United Kingdom
633.25,2/2/2015,82.95,Clothing,Canada
493.75,2/2/2015,2369.96,Clothing,France
699,2/2/2015,0,Accessories,Australia
2844.5,2/2/2015,686.95,Accessories,United States
337.5,2/2/2015,37.27,Accessories,Germany
1802,2/2/2015,539.99,Accessories,United Kingdom
301,2/2/2015,2.29,Accessories,Canada
291.5,2/2/2015,1925.45,Accessories,France
400.5,2/3/2015,26.92,Bikes,France
2419.25,2/3/2015,1252.41,Bikes,United States
684.25,2/3/2015,2423.05,Bikes,United Kingdom
589.75,2/3/2015,2379.97,Bikes,Germany
514.5,2/3/2015,1893.93,Bikes,Australia
556.75,2/3/2015,139.97,Bikes,Canada
493.75,2/3/2015,15.27,Clothing,France
2429.75,2/3/2015,5135.83,Clothing,United States
417.75,2/3/2015,2486.65,Clothing,United Kingdom
656.5,2/3/2015,72.98,Clothing,Germany
823.75,2/3/2015,2965.9,Clothing,Australia
633.25,2/3/2015,164.95,Clothing,Canada
291.5,2/3/2015,2359.97,Accessories,France
2844.5,2/3/2015,50.75,Accessories,United States
1802,2/3/2015,39.98,Accessories,United Kingdom
337.5,2/3/2015,2384.07,Accessories,Germany
699,2/3/2015,4843.93,Accessories,Australia
301,2/3/2015,10.24,Accessories,Canada
704.5,2/4/2015,97.07,Bikes,Canada
2948.75,2/4/2015,3002.25,Bikes,United States
802.5,2/4/2015,2454.06,Bikes,United Kingdom
300.5,2/4/2015,17.98,Bikes,France
817,2/4/2015,3.99,Bikes,Germany
420,2/4/2015,4139.04,Bikes,Australia
1379.75,2/4/2015,4164.43,Components,United Kingdom
795.25,2/4/2015,7370.99,Components,France
284,2/4/2015,194.2,Components,Germany
289,2/4/2015,93.96,Clothing,Canada
2471,2/4/2015,170.44,Clothing,United States
817.75,2/4/2015,0,Clothing,United Kingdom
557.25,2/4/2015,13.98,Clothing,France
301,2/4/2015,2.29,Clothing,Germany
544.5,2/4/2015,4864.61,Clothing,Australia
386.75,2/4/2015,9.98,Accessories,Canada
2711.25,2/4/2015,73.48,Accessories,United States
1461,2/4/2015,0,Accessories,United Kingdom
591.25,2/4/2015,1120.49,Accessories,France
409.75,2/4/2015,0,Accessories,Germany
463.25,2/4/2015,2513.47,Accessories,Australia
2948.75,2/5/2015,3506.37,Bikes,United States
300.5,2/5/2015,1757.94,Bikes,France
817,2/5/2015,0,Bikes,Germany
420,2/5/2015,4.99,Bikes,Australia
802.5,2/5/2015,4.99,Bikes,United Kingdom
704.5,2/5/2015,39.47,Bikes,Canada
520.25,2/5/2015,1919.66,Components,Canada
22471,2/5/2015,2767.4,Clothing,United States
557.25,2/5/2015,155.24,Clothing,France
301,2/5/2015,29.48,Clothing,Germany
544.5,2/5/2015,38.97,Clothing,Australia
817.75,2/5/2015,2439.05,Clothing,United Kingdom
289,2/5/2015,2483.38,Clothing,Canada
2711.25,2/5/2015,4749.51,Accessories,United States
591.25,2/5/2015,34.99,Accessories,France
409.75,2/5/2015,4.99,Accessories,Germany
463.25,2/5/2015,2859.97,Accessories,Australia
1461,2/5/2015,0,Accessories,United Kingdom
386.75,2/5/2015,147.42,Accessories,Canada
704.5,2/6/2015,0,Bikes,Canada
300.5,2/6/2015,36.59,Bikes,France
420,2/6/2015,1190.74,Bikes,Australia
2948.75,2/6/2015,1970.14,Bikes,United States
802.5,2/6/2015,2324.98,Bikes,United Kingdom
817,2/6/2015,120.45,Bikes,Germany
1666.5,2/6/2015,7194.12,Components,Australia
289,2/6/2015,79.44,Clothing,Canada
557.25,2/6/2015,0,Clothing,France
544.5,2/6/2015,2572.78,Clothing,Australia
2471,2/6/2015,1155.17,Clothing,United States
817.75,2/6/2015,742.35,Clothing,United Kingdom
301,2/6/2015,53.99,Clothing,Germany
386.75,2/6/2015,117.97,Accessories,Canada
591.25,2/6/2015,0,Accessories,France
463.25,2/6/2015,1175.47,Accessories,Australia
2711.25,2/6/2015,2452.71,Accessories,United States
1461,2/6/2015,28.99,Accessories,United Kingdom
409.75,2/6/2015,21.49,Accessories,Germany
420,2/7/2015,2428.52,Bikes,Australia
2948.75,2/7/2015,5482.75,Bikes,United States
802.5,2/7/2015,2549.95,Bikes,United Kingdom
817,2/7/2015,0,Bikes,Germany
300.5,2/7/2015,0,Bikes,France
704.5,2/7/2015,2552.29,Bikes,Canada
544.5,2/7/2015,1184.96,Clothing,Australia
2471,2/7/2015,2954.21,Clothing,United States
817.75,2/7/2015,4187.31,Clothing,United Kingdom
301,2/7/2015,3633.91,Clothing,Germany
557.25,2/7/2015,34.99,Clothing,France
289,2/7/2015,24.99,Clothing,Canada
463.25,2/7/2015,1780.96,Accessories,Australia
2711.25,2/7/2015,1715.97,Accessories,United States
1461,2/7/2015,28.77,Accessories,United Kingdom
409.75,2/7/2015,574.98,Accessories,Germany
591.25,2/7/2015,0,Accessories,France
386.75,2/7/2015,49.99,Accessories,Canada
817,2/8/2015,784.47,Bikes,Germany
802.5,2/8/2015,59.97,Bikes,United Kingdom
704.5,2/8/2015,26.78,Bikes,Canada
300.5,2/8/2015,578.97,Bikes,France
420,2/8/2015,39.98,Bikes,Australia
2948.75,2/8/2015,814.4,Bikes,United States
1795.25,2/8/2015,3654.43,Components,France
1666.5,2/8/2015,11404.02,Components,Australia
301,2/8/2015,49.99,Clothing,Germany
817.75,2/8/2015,2557.31,Clothing,United Kingdom
289,2/8/2015,57.98,Clothing,Canada
557.25,2/8/2015,21.49,Clothing,France
544.5,2/8/2015,6028.62,Clothing,Australia
2471,2/8/2015,7608.36,Clothing,United States
409.75,2/8/2015,49.99,Accessories,Germany
1461,2/8/2015,9.99,Accessories,United Kingdom
386.75,2/8/2015,79.98,Accessories,Canada
591.25,2/8/2015,42.94,Accessories,France
463.25,2/8/2015,2894.97,Accessories,Australia
2711.25,2/8/2015,3469.93,Accessories,United States
420,2/9/2015,189.88,Bikes,Australia
2948.75,2/9/2015,1777.74,Bikes,United States
300.5,2/9/2015,84.97,Bikes,France
802.5,2/9/2015,2304.98,Bikes,United Kingdom
817,2/9/2015,1125.48,Bikes,Germany
704.5,2/9/2015,134.46,Bikes,Canada
2475.25,2/9/2015,473.17,Components,United States
379.75,2/9/2015,2551.38,Components,United Kingdom
544.5,2/9/2015,5905.07,Clothing,Australia
2471,2/9/2015,1496.07,Clothing,United States
557.25,2/9/2015,34.99,Clothing,France
817.75,2/9/2015,1120.49,Clothing,United Kingdom
301,2/9/2015,1008.47,Clothing,Germany
289,2/9/2015,3.99,Clothing,Canada
463.25,2/9/2015,775.83,Accessories,Australia
2711.25,2/9/2015,105.92,Accessories,United States
591.25,2/9/2015,34.99,Accessories,France
1461,2/9/2015,2397.01,Accessories,United Kingdom
409.75,2/9/2015,8.99,Accessories,Germany
386.75,2/9/2015,568.97,Accessories,Canada
2948.75,2/10/2015,2394.54,Bikes,United States
300.5,2/10/2015,8.99,Bikes,France
802.5,2/10/2015,1751.47,Bikes,United Kingdom
817,2/10/2015,14.98,Bikes,Germany
420,2/10/2015,163.92,Bikes,Australia
704.5,2/10/2015,4668.94,Bikes,Canada
1520.25,2/10/2015,2857.61,Components,Canada
2471,2/10/2015,8849.13,Clothing,United States
557.25,2/10/2015,1252.13,Clothing,France
817.75,2/10/2015,84.96,Clothing,United Kingdom
301,2/10/2015,2324.98,Clothing,Germany
544.5,2/10/2015,4964.34,Clothing,Australia
289,2/10/2015,42.2,Clothing,Canada
2711.25,2/10/2015,2306.27,Accessories,United States
591.25,2/10/2015,49.99,Accessories,France
1461,2/10/2015,3.99,Accessories,United Kingdom
409.75,2/10/2015,0,Accessories,Germany
463.25,2/10/2015,116.24,Accessories,Australia
386.75,2/10/2015,2.29,Accessories,Canada
773.5,2/11/2015,34.95,Bikes,Canada
533.25,2/11/2015,17.98,Bikes,United Kingdom
2754,2/11/2015,53.24,Bikes,United States
794.5,2/11/2015,44.97,Bikes,France
650,2/11/2015,0,Bikes,Germany
435,2/11/2015,43.98,Bikes,Australia
484.75,2/11/2015,74.98,Clothing,Canada
639.5,2/11/2015,94.98,Clothing,United Kingdom
2578.75,2/11/2015,103.25,Clothing,United States
478.75,2/11/2015,2381.26,Clothing,France
590.25,2/11/2015,0,Clothing,Germany
697.25,2/11/2015,1436.79,Clothing,Australia
467.25,2/11/2015,4.99,Accessories,Canada
70,2/11/2015,0,Accessories,United Kingdom
2966.25,2/11/2015,686.92,Accessories,United States
526.5,2/11/2015,0,Accessories,France
753.75,2/11/2015,0,Accessories,Germany
415.25,2/11/2015,818.45,Accessories,Australia
2754,2/12/2015,152.2,Bikes,United States
533.25,2/12/2015,89.97,Bikes,United Kingdom
435,2/12/2015,2638.26,Bikes,Australia
650,2/12/2015,49.99,Bikes,Germany
773.5,2/12/2015,67.97,Bikes,Canada
794.5,2/12/2015,34.99,Bikes,France
1354.75,2/12/2015,2418.2,Components,Canada
2578.75,2/12/2015,1314.42,Clothing,United States
639.5,2/12/2015,2421.34,Clothing,United Kingdom
697.25,2/12/2015,48.96,Clothing,Australia
590.25,2/12/2015,8.99,Clothing,Germany
484.75,2/12/2015,34.89,Clothing,Canada
478.75,2/12/2015,30.48,Clothing,France
2966.25,2/12/2015,2595.91,Accessories,United States
70,2/12/2015,14.98,Accessories,United Kingdom
415.25,2/12/2015,2402.94,Accessories,Australia
753.75,2/12/2015,9.99,Accessories,Germany
467.25,2/12/2015,71.97,Accessories,Canada
526.5,2/12/2015,39.98,Accessories,France
794.5,2/13/2015,855.42,Bikes,France
773.5,2/13/2015,0,Bikes,Canada
435,2/13/2015,2484.73,Bikes,Australia
2754,2/13/2015,3219.39,Bikes,United States
533.25,2/13/2015,2322.96,Bikes,United Kingdom
650,2/13/2015,163.99,Bikes,Germany
478.75,2/13/2015,52.97,Clothing,France
484.75,2/13/2015,83.95,Clothing,Canada
697.25,2/13/2015,3482.76,Clothing,Australia
2578.75,2/13/2015,2613.26,Clothing,United States
639.5,2/13/2015,544.98,Clothing,United Kingdom
590.25,2/13/2015,87.97,Clothing,Germany
526.5,2/13/2015,599.98,Accessories,France
467.25,2/13/2015,9.99,Accessories,Canada
415.25,2/13/2015,628.98,Accessories,Australia
2966.25,2/13/2015,35.46,Accessories,United States
70,2/13/2015,0,Accessories,United Kingdom
753.75,2/13/2015,21.98,Accessories,Germany
435,2/14/2015,544.98,Bikes,Australia
533.25,2/14/2015,49.99,Bikes,United Kingdom
2754,2/14/2015,2446.72,Bikes,United States
650,2/14/2015,34.99,Bikes,Germany
773.5,2/14/2015,0,Bikes,Canada
794.5,2/14/2015,2298.98,Bikes,France
1303,2/14/2015,6707.21,Components,Germany
697.25,2/14/2015,4056.24,Clothing,Australia
639.5,2/14/2015,829.62,Clothing,United Kingdom
2578.75,2/14/2015,1405.82,Clothing,United States
590.25,2/14/2015,2424.04,Clothing,Germany
484.75,2/14/2015,2308.97,Clothing,Canada
478.75,2/14/2015,88.98,Clothing,France
415.25,2/14/2015,4679.06,Accessories,Australia
70,2/14/2015,2329.98,Accessories,United Kingdom
2966.25,2/14/2015,2423.91,Accessories,United States
753.75,2/14/2015,120,Accessories,Germany
467.25,2/14/2015,119.98,Accessories,Canada
526.5,2/14/2015,21.98,Accessories,France
650,2/15/2015,69.99,Bikes,Germany
533.25,2/15/2015,4741.34,Bikes,United Kingdom
773.5,2/15/2015,30.48,Bikes,Canada
794.5,2/15/2015,2388.06,Bikes,France
435,2/15/2015,5881.3,Bikes,Australia
2754,2/15/2015,5342.77,Bikes,United States
754.5,2/15/2015,3975.36,Components,Australia
590.25,2/15/2015,4.99,Clothing,Germany
639.5,2/15/2015,171.28,Clothing,United Kingdom
484.75,2/15/2015,127.97,Clothing,Canada
478.75,2/15/2015,2324.98,Clothing,France
697.25,2/15/2015,1808.94,Clothing,Australia
2578.75,2/15/2015,5746.41,Clothing,United States
753.75,2/15/2015,0,Accessories,Germany
70,2/15/2015,0,Accessories,United Kingdom
467.25,2/15/2015,2391.35,Accessories,Canada
526.5,2/15/2015,21.49,Accessories,France
415.25,2/15/2015,5123.93,Accessories,Australia
2966.25,2/15/2015,3060.9,Accessories,United States
773.5,2/16/2015,1704.45,Bikes,Canada
2754,2/16/2015,3024.38,Bikes,United States
794.5,2/16/2015,133.56,Bikes,France
533.25,2/16/2015,2323.98,Bikes,United Kingdom
650,2/16/2015,1712.93,Bikes,Germany
435,2/16/2015,118.49,Bikes,Australia
1526.5,2/16/2015,0,Components,United Kingdom
1303,2/16/2015,3545.2,Components,Germany
484.75,2/16/2015,21.49,Clothing,Canada
2578.75,2/16/2015,3190.88,Clothing,United States
478.75,2/16/2015,2462.31,Clothing,France
639.5,2/16/2015,38.76,Clothing,United Kingdom
590.25,2/16/2015,59.48,Clothing,Germany
697.25,2/16/2015,92.97,Clothing,Australia
467.25,2/16/2015,0,Accessories,Canada
2966.25,2/16/2015,12.28,Accessories,United States
526.5,2/16/2015,0,Accessories,France
70,2/16/2015,34.99,Accessories,United Kingdom
753.75,2/16/2015,4.99,Accessories,Germany
415.25,2/16/2015,0,Accessories,Australia
533.25,2/17/2015,2334.97,Bikes,United Kingdom
2754,2/17/2015,3075.3,Bikes,United States
794.5,2/17/2015,870.41,Bikes,France
650,2/17/2015,38.98,Bikes,Germany
435,2/17/2015,124.24,Bikes,Australia
773.5,2/17/2015,189.92,Bikes,Canada
639.5,2/17/2015,2511.55,Clothing,United Kingdom
2578.75,2/17/2015,747.81,Clothing,United States
478.75,2/17/2015,2469.32,Clothing,France
590.25,2/17/2015,0,Clothing,Germany
697.25,2/17/2015,5379.78,Clothing,Australia
484.75,2/17/2015,229.89,Clothing,Canada
70,2/17/2015,28.99,Accessories,United Kingdom
2966.25,2/17/2015,120.24,Accessories,United States
526.5,2/17/2015,1214.85,Accessories,France
753.75,2/17/2015,2297.28,Accessories,Germany
415.25,2/17/2015,127.07,Accessories,Australia
467.25,2/17/2015,34.99,Accessories,Canada
773.5,2/18/2015,118.85,Bikes,Canada
2754,2/18/2015,1416.88,Bikes,United States
794.5,2/18/2015,0,Bikes,France
650,2/18/2015,586.48,Bikes,Germany
533.25,2/18/2015,2294.99,Bikes,United Kingdom
435,2/18/2015,2588.33,Bikes,Australia
12983,2/18/2015,18237.66,Components,United States
1587.75,2/18/2015,4872.49,Components,France
484.75,2/18/2015,39.58,Clothing,Canada
2578.75,2/18/2015,5029.04,Clothing,United States
478.75,2/18/2015,71.26,Clothing,France
590.25,2/18/2015,2319.99,Clothing,Germany
639.5,2/18/2015,2400.28,Clothing,United Kingdom
697.25,2/18/2015,7600.81,Clothing,Australia
467.25,2/18/2015,7.28,Accessories,Canada
2966.25,2/18/2015,2953.12,Accessories,United States
526.5,2/18/2015,0,Accessories,France
753.75,2/18/2015,34.99,Accessories,Germany
70,2/18/2015,88.46,Accessories,United Kingdom
415.25,2/18/2015,81.25,Accessories,Australia
340.5,2/19/2015,603.55,Bikes,Australia
2731,2/19/2015,3049.19,Bikes,United States
324.25,2/19/2015,59.97,Bikes,Germany
651.5,2/19/2015,3549.82,Bikes,United Kingdom
368.25,2/19/2015,107.26,Bikes,Canada
694.5,2/19/2015,4030.95,Bikes,France
1388.25,2/19/2015,199.92,Components,United Kingdom
418,2/19/2015,31.27,Clothing,Australia
2619.75,2/19/2015,681.51,Clothing,United States
787.75,2/19/2015,2329.98,Clothing,Germany
486.5,2/19/2015,2408.34,Clothing,United Kingdom
693.75,2/19/2015,8.57,Clothing,Canada
542.5,2/19/2015,79.47,Clothing,France
732.5,2/19/2015,226.49,Accessories,Australia
2280.25,2/19/2015,3597.7,Accessories,United States
825.75,2/19/2015,44.98,Accessories,Germany
281,2/19/2015,0,Accessories,United Kingdom
553.25,2/19/2015,29.98,Accessories,Canada
826.25,2/19/2015,1120.49,Accessories,France
324.25,2/20/2015,2406.45,Bikes,Germany
368.25,2/20/2015,30.97,Bikes,Canada
694.5,2/20/2015,2420.34,Bikes,France
340.5,2/20/2015,237.43,Bikes,Australia
651.5,2/20/2015,1724.96,Bikes,United Kingdom
2731,2/20/2015,4903.26,Bikes,United States
1590,2/20/2015,13916.19,Components,Australia
787.75,2/20/2015,1158.43,Clothing,Germany
693.75,2/20/2015,82.98,Clothing,Canada
542.5,2/20/2015,1785.9,Clothing,France
418,2/20/2015,1812.42,Clothing,Australia
486.5,2/20/2015,5271.91,Clothing,United Kingdom
2619.75,2/20/2015,1176.67,Clothing,United States
825.75,2/20/2015,3183.93,Accessories,Germany
553.25,2/20/2015,0,Accessories,Canada
826.25,2/20/2015,24.99,Accessories,France
732.5,2/20/2015,1700.99,Accessories,Australia
281,2/20/2015,9.98,Accessories,United Kingdom
2280.25,2/20/2015,7660.81,Accessories,United States
355.5,2/21/2015,881.48,Bikes,Australia
3089.75,2/21/2015,6181.81,Bikes,United States
710,2/21/2015,69.98,Bikes,Germany
382.25,2/21/2015,176.97,Bikes,United Kingdom
635.5,2/21/2015,113.95,Bikes,France
437.5,2/21/2015,1284.84,Bikes,Canada
571,2/21/2015,3035.87,Clothing,Australia
2727.75,2/21/2015,3365.91,Clothing,United States
524,2/21/2015,777.34,Clothing,Germany
308.5,2/21/2015,102.58,Clothing,United Kingdom
464,2/21/2015,64.98,Clothing,France
336.5,2/21/2015,103.56,Clothing,Canada
684.25,2/21/2015,44.97,Accessories,Australia
2535.25,2/21/2015,1414.62,Accessories,United States
617,2/21/2015,2294.99,Accessories,Germany
547.75,2/21/2015,0,Accessories,United Kingdom
761.75,2/21/2015,13.97,Accessories,France
633.75,2/21/2015,0,Accessories,Canada
3089.75,2/22/2015,104.96,Bikes,United States
635.5,2/22/2015,0,Bikes,France
710,2/22/2015,564.99,Bikes,Germany
382.25,2/22/2015,1214.85,Bikes,United Kingdom
355.5,2/22/2015,1937.25,Bikes,Australia
437.5,2/22/2015,129.97,Bikes,Canada
2727.75,2/22/2015,117.93,Clothing,United States
464,2/22/2015,3698.83,Clothing,France
524,2/22/2015,148.92,Clothing,Germany
308.5,2/22/2015,1174.48,Clothing,United Kingdom
571,2/22/2015,214.39,Clothing,Australia
336.5,2/22/2015,53.99,Clothing,Canada
2535.25,2/22/2015,804.48,Accessories,United States
761.75,2/22/2015,69.98,Accessories,France
617,2/22/2015,0,Accessories,Germany
547.75,2/22/2015,38.98,Accessories,United Kingdom
684.25,2/22/2015,4905.34,Accessories,Australia
633.75,2/22/2015,0,Accessories,Canada
437.5,2/23/2015,0,Bikes,Canada
382.25,2/23/2015,45.93,Bikes,United Kingdom
3089.75,2/23/2015,3012.92,Bikes,United States
635.5,2/23/2015,0,Bikes,France
710,2/23/2015,43.97,Bikes,Germany
355.5,2/23/2015,64.97,Bikes,Australia
12927,2/23/2015,7143.49,Components,United States
1564.5,2/23/2015,2358.42,Components,France
336.5,2/23/2015,19.97,Clothing,Canada
308.5,2/23/2015,162.93,Clothing,United Kingdom
2727.75,2/23/2015,2429.71,Clothing,United States
464,2/23/2015,4143.9,Clothing,France
524,2/23/2015,61.47,Clothing,Germany
571,2/23/2015,548.98,Clothing,Australia
633.75,2/23/2015,21.49,Accessories,Canada
547.75,2/23/2015,2316.48,Accessories,United Kingdom
2535.25,2/23/2015,2515.61,Accessories,United States
761.75,2/23/2015,9.99,Accessories,France
617,2/23/2015,742.35,Accessories,Germany
684.25,2/23/2015,3593.26,Accessories,Australia
3089.75,2/24/2015,4359.47,Bikes,United States
635.5,2/24/2015,1261.81,Bikes,France
710,2/24/2015,14.57,Bikes,Germany
382.25,2/24/2015,2354.47,Bikes,United Kingdom
355.5,2/24/2015,4782.12,Bikes,Australia
437.5,2/24/2015,34.99,Bikes,Canada
2727.75,2/24/2015,980.7,Clothing,United States
464,2/24/2015,53.55,Clothing,France
524,2/24/2015,2406.25,Clothing,Germany
308.5,2/24/2015,4166.32,Clothing,United Kingdom
571,2/24/2015,1191.39,Clothing,Australia
336.5,2/24/2015,17.97,Clothing,Canada
2535.25,2/24/2015,3020.82,Accessories,United States
761.75,2/24/2015,4089.05,Accessories,France
617,2/24/2015,7.95,Accessories,Germany
547.75,2/24/2015,3563.84,Accessories,United Kingdom
684.25,2/24/2015,2393.06,Accessories,Australia
633.75,2/24/2015,24.49,Accessories,Canada
437.5,2/25/2015,2454.06,Bikes,Canada
635.5,2/25/2015,73.96,Bikes,France
355.5,2/25/2015,131.56,Bikes,Australia
3089.75,2/25/2015,565.96,Bikes,United States
710,2/25/2015,568.98,Bikes,Germany
382.25,2/25/2015,2330.23,Bikes,United Kingdom
12927,2/25/2015,3375.54,Components,United States
336.5,2/25/2015,792.46,Clothing,Canada
464,2/25/2015,769.49,Clothing,France
571,2/25/2015,8.99,Clothing,Australia
2727.75,2/25/2015,629.46,Clothing,United States
524,2/25/2015,74.48,Clothing,Germany
308.5,2/25/2015,0,Clothing,United Kingdom
633.75,2/25/2015,0,Accessories,Canada
761.75,2/25/2015,0,Accessories,France
684.25,2/25/2015,39.99,Accessories,Australia
2535.25,2/25/2015,1256.75,Accessories,United States
617,2/25/2015,28.99,Accessories,Germany
547.75,2/25/2015,28.99,Accessories,United Kingdom
355.5,2/26/2015,53.99,Bikes,Australia
382.25,2/26/2015,85.21,Bikes,United Kingdom
3089.75,2/26/2015,4739.87,Bikes,United States
710,2/26/2015,0,Bikes,Germany
635.5,2/26/2015,59.49,Bikes,France
437.5,2/26/2015,4.99,Bikes,Canada
571,2/26/2015,1310.47,Clothing,Australia
308.5,2/26/2015,74.98,Clothing,United Kingdom
2727.75,2/26/2015,747.86,Clothing,United States
524,2/26/2015,8.99,Clothing,Germany
464,2/26/2015,34.99,Clothing,France
336.5,2/26/2015,4.99,Clothing,Canada
684.25,2/26/2015,24.99,Accessories,Australia
547.75,2/26/2015,542.28,Accessories,United Kingdom
2535.25,2/26/2015,1754.97,Accessories,United States
617,2/26/2015,2443.35,Accessories,Germany
761.75,2/26/2015,0,Accessories,France
633.75,2/26/2015,4.99,Accessories,Canada
710,2/27/2015,0,Bikes,Germany
382.25,2/27/2015,579.97,Bikes,United Kingdom
437.5,2/27/2015,116.45,Bikes,Canada
635.5,2/27/2015,29.99,Bikes,France
355.5,2/27/2015,2430.42,Bikes,Australia
3089.75,2/27/2015,683.72,Bikes,United States
1678,2/27/2015,6655.81,Components,Australia
524,2/27/2015,2.29,Clothing,Germany
308.5,2/27/2015,30.48,Clothing,United Kingdom
336.5,2/27/2015,213.42,Clothing,Canada
464,2/27/2015,91.93,Clothing,France
571,2/27/2015,135.23,Clothing,Australia
2727.75,2/27/2015,4955.95,Clothing,United States
617,2/27/2015,2329.99,Accessories,Germany
547.75,2/27/2015,32.98,Accessories,United Kingdom
633.75,2/27/2015,26.97,Accessories,Canada
761.75,2/27/2015,0,Accessories,France
684.25,2/27/2015,2998.8,Accessories,Australia
2535.25,2/27/2015,4873.79,Accessories,United States
814,2/28/2015,2452.85,Bikes,Australia
2513.25,2/28/2015,754.24,Bikes,United States
535.5,2/28/2015,4.99,Bikes,France
500.75,2/28/2015,2491.53,Bikes,United Kingdom
384.25,2/28/2015,4639.47,Bikes,Germany
585,2/28/2015,54.98,Bikes,Canada
1748.75,2/28/2015,1288.21,Components,France
1396.75,2/28/2015,2943.49,Components,United Kingdom
1694,2/28/2015,5436.7,Components,Germany
291.75,2/28/2015,2514.25,Clothing,Australia
2769.25,2/28/2015,2456.9,Clothing,United States
527.75,2/28/2015,0,Clothing,France
708.25,2/28/2015,59.98,Clothing,United Kingdom
721.5,2/28/2015,100.95,Clothing,Germany
545.5,2/28/2015,88.97,Clothing,Canada
448.5,2/28/2015,2582.8,Accessories,Australia
2402.25,2/28/2015,6407.93,Accessories,United States
508.5,2/28/2015,1120.49,Accessories,France
759.75,2/28/2015,7.28,Accessories,United Kingdom
689,2/28/2015,8.99,Accessories,Germany
719.5,2/28/2015,28.99,Accessories,Canada
585,3/1/2015,2379.56,Bikes,Canada
535.5,3/1/2015,1740.97,Bikes,France
814,3/1/2015,4090.05,Bikes,Australia
2513.25,3/1/2015,104.98,Bikes,United States
384.25,3/1/2015,43.96,Bikes,Germany
500.75,3/1/2015,2411.21,Bikes,United Kingdom
1513.5,3/1/2015,11569.93,Components,Australia
12915.5,3/1/2015,12529.49,Components,United States
545.5,3/1/2015,158.92,Clothing,Canada
527.75,3/1/2015,2443.35,Clothing,France
291.75,3/1/2015,2577.01,Clothing,Australia
2769.25,3/1/2015,3232.46,Clothing,United States
721.5,3/1/2015,553.96,Clothing,Germany
708.25,3/1/2015,34.99,Clothing,United Kingdom
719.5,3/1/2015,0,Accessories,Canada
508.5,3/1/2015,39.98,Accessories,France
448.5,3/1/2015,3945.96,Accessories,Australia
2402.25,3/1/2015,674.04,Accessories,United States
689,3/1/2015,58.98,Accessories,Germany
759.75,3/1/2015,28.99,Accessories,United Kingdom
814,3/2/2015,8273.81,Bikes,Australia
500.75,3/2/2015,174.53,Bikes,United Kingdom
2513.25,3/2/2015,1191.75,Bikes,United States
384.25,3/2/2015,0,Bikes,Germany
585,3/2/2015,28.99,Bikes,Canada
535.5,3/2/2015,764.32,Bikes,France
291.75,3/2/2015,751.93,Clothing,Australia
708.25,3/2/2015,6276.94,Clothing,United Kingdom
2769.25,3/2/2015,2662.44,Clothing,United States
721.5,3/2/2015,0,Clothing,Germany
545.5,3/2/2015,24.49,Clothing,Canada
527.75,3/2/2015,2.29,Clothing,France
448.5,3/2/2015,29.98,Accessories,Australia
759.75,3/2/2015,68.97,Accessories,United Kingdom
2402.25,3/2/2015,98.24,Accessories,United States
689,3/2/2015,34.99,Accessories,Germany
719.5,3/2/2015,2.29,Accessories,Canada
508.5,3/2/2015,34.99,Accessories,France
384.25,3/3/2015,0,Bikes,Germany
585,3/3/2015,209.54,Bikes,Canada
535.5,3/3/2015,38.88,Bikes,France
814,3/3/2015,628.49,Bikes,Australia
500.75,3/3/2015,9.99,Bikes,United Kingdom
2513.25,3/3/2015,166.88,Bikes,United States
721.5,3/3/2015,638.96,Clothing,Germany
545.5,3/3/2015,18.97,Clothing,Canada
527.75,3/3/2015,56.48,Clothing,France
291.75,3/3/2015,56.96,Clothing,Australia
708.25,3/3/2015,0,Clothing,United Kingdom
2769.25,3/3/2015,2468.02,Clothing,United States
689,3/3/2015,2318.96,Accessories,Germany
719.5,3/3/2015,2404.97,Accessories,Canada
508.5,3/3/2015,30.97,Accessories,France
448.5,3/3/2015,1156.26,Accessories,Australia
759.75,3/3/2015,8.99,Accessories,United Kingdom
