SalesOrderNumber,OrderDate,ItemsSold,SalesAmount,Country,ProductsEnum
SO63557,2/5/2015,2,1735.98,France,1
SO63558,2/5/2015,4,629.96,France,1
SO63559,2/5/2015,4,1732.26,France,2
SO63560,2/5/2015,1,2294.99,France,2
SO63561,2/5/2015,4,2385.95,France,1
SO63562,2/5/2015,4,2362.27,France,2
SO63563,2/5/2015,1,34.99,United States,2
SO63564,2/5/2015,1,53.99,Canada,4
SO63565,2/5/2015,2,78.48,Canada,2
SO63566,2/5/2015,2,23.78,United States,2
SO63567,2/5/2015,3,90.58,United States,2
SO63568,2/5/2015,2,49.48,United States,2
SO63569,2/5/2015,4,73.96,Canada,2
SO63570,2/5/2015,1,29.99,United States,2
SO63571,2/5/2015,3,69.97,United States,2
SO63572,2/5/2015,2,93.49,United States,1
SO63573,2/5/2015,3,49.97,United States,2
SO63574,2/5/2015,4,31.92,United States,2
SO63575,2/5/2015,2,13.98,Canada,1
SO63576,2/5/2015,2,39.98,United States,1
SO63577,2/5/2015,5,49.9,Canada,2
SO63578,2/5/2015,3,103.48,United States,2
SO63579,2/5/2015,2,12.94,United States,1
SO63580,2/5/2015,3,64.47,United States,2
SO63581,2/5/2015,1,21.98,Canada,2
SO63582,2/5/2015,1,21.98,Canada,3
SO63583,2/5/2015,2,33.98,France,1
SO63584,2/5/2015,2,33.98,United Kingdom,2
SO63585,2/5/2015,1,4.99,Germany,4
SO63586,2/5/2015,1,28.99,France,3
SO63587,2/5/2015,1,4.99,France,2
SO63588,2/5/2015,3,74.98,United States,2
SO63589,2/5/2015,2,85.48,Canada,2
SO63590,2/5/2015,2,31.97,Canada,1
SO63591,2/5/2015,2,75.97,United States,2
SO63592,2/5/2015,3,96.46,Canada,1
SO63593,2/5/2015,1,8.99,United Kingdom,2
SO63594,2/5/2015,3,38.47,Germany,2
SO63595,2/5/2015,1,8.99,United Kingdom,2
SO63596,2/5/2015,1,769.49,United States,3
SO63597,2/5/2015,3,2332.28,Canada,2
SO63598,2/5/2015,4,2376.45,United States,2
SO63599,2/5/2015,4,2356.95,United States,1
SO63600,2/5/2015,5,841.31,United Kingdom,1
SO63601,2/5/2015,2,2393.06,United Kingdom,2
SO63602,2/5/2015,1,2443.35,Australia,2
SO63603,2/5/2015,3,569.97,Australia,1
SO63604,2/5/2015,1,2294.99,Australia,2
SO63605,2/5/2015,5,2368.95,Australia,2
SO63606,2/5/2015,2,2354.98,Australia,2
SO63607,2/5/2015,4,2420.34,United States,1
SO63608,2/5/2015,3,2418.05,United States,2
SO63609,2/5/2015,2,1155.48,United States,2
SO63610,2/5/2015,3,1183.47,United States,2
SO63611,2/5/2015,4,1151.76,United States,1
SO63612,2/5/2015,3,1209.47,United States,1
SO63613,2/5/2015,6,1243.44,United States,1
SO63614,2/5/2015,1,1700.99,Canada,2
SO63615,2/5/2015,1,1700.99,United States,3
SO63616,2/5/2015,3,1763.97,United States,2
SO63617,2/5/2015,2,1155.48,France,2
SO63618,2/5/2015,4,607.96,France,2
SO63619,2/5/2015,3,756.33,Australia,2
SO63620,2/5/2015,4,724.47,Australia,2
SO63621,2/6/2015,4,54.25,Australia,1
SO63622,2/6/2015,3,31.27,Australia,1
SO63623,2/6/2015,3,49.97,Australia,1
SO63624,2/6/2015,1,21.49,Australia,1
SO63625,2/6/2015,2,58.98,Australia,2
SO63626,2/6/2015,4,73.96,Australia,2
SO63627,2/6/2015,2,59.48,Australia,2
SO63628,2/6/2015,1,8.99,Australia,2
SO63629,2/6/2015,2,819.48,France,2
SO63630,2/6/2015,3,625.47,United Kingdom,2
SO63631,2/6/2015,2,2354.98,United Kingdom,1
SO63632,2/6/2015,1,53.99,Canada,4
SO63633,2/6/2015,1,2.29,United States,3
SO63634,2/6/2015,2,28.98,Canada,2
SO63635,2/6/2015,1,24.99,United States,1
SO63636,2/6/2015,2,25.48,Canada,2
SO63637,2/6/2015,4,152.47,United States,1
SO63638,2/6/2015,3,64.97,Canada,2
SO63639,2/6/2015,4,89.46,United States,2
SO63640,2/6/2015,1,28.99,United States,3
SO63641,2/6/2015,3,75.47,United States,1
SO63642,2/6/2015,4,99.57,United States,1
SO63643,2/6/2015,4,96.92,United States,1
SO63644,2/6/2015,2,34.98,United States,1
SO63645,2/6/2015,2,44.98,United States,2
SO63646,2/6/2015,2,123.98,United States,2
SO63647,2/6/2015,1,69.99,Canada,2
SO63648,2/6/2015,2,39.98,United States,2
SO63649,2/6/2015,2,13.98,United States,1
SO63650,2/6/2015,3,48.97,Canada,2
SO63651,2/6/2015,1,4.99,Canada,3
SO63652,2/6/2015,2,56.97,United States,2
SO63653,2/6/2015,2,85.48,United States,1
SO63654,2/6/2015,3,64.97,Germany,1
SO63655,2/6/2015,3,38.88,France,1
SO63656,2/6/2015,2,25.48,Germany,1
SO63657,2/6/2015,1,21.49,Germany,2
SO63658,2/6/2015,3,42.97,Germany,2
SO63659,2/6/2015,2,75.48,Germany,3
SO63660,2/6/2015,4,97.96,United Kingdom,1
SO63661,2/6/2015,1,28.99,France,2
SO63662,2/6/2015,4,138.48,United States,1
SO63663,2/6/2015,3,42.28,United States,2
SO63664,2/6/2015,1,9.99,United Kingdom,2
SO63665,2/6/2015,3,49.97,Germany,1
SO63666,2/6/2015,3,848.47,United States,1
SO63667,2/6/2015,2,2322.28,United States,1
SO63668,2/6/2015,2,2349.98,Canada,2
SO63669,2/6/2015,2,2329.98,United States,2
SO63670,2/6/2015,2,777.34,United Kingdom,2
SO63671,2/6/2015,2,777.34,United Kingdom,2
SO63672,2/6/2015,1,1700.99,Australia,2
SO63673,2/6/2015,1,1700.99,Australia,2
SO63674,2/6/2015,2,1174.48,Australia,1
SO63675,2/6/2015,1,1120.49,Australia,4
SO63676,2/6/2015,2,1155.48,Australia,2
SO63677,2/6/2015,1,53.99,Australia,3
SO63678,2/6/2015,2,2478.34,Australia,2
SO63679,2/6/2015,4,2389.96,Australia,2
SO63680,2/6/2015,4,2433.04,United States,2
SO63681,2/6/2015,3,2398.05,Canada,2
SO63682,2/6/2015,4,2407.04,United States,2
SO63683,2/6/2015,4,2407.04,United States,2
SO63684,2/6/2015,3,2469.05,United States,2
SO63685,2/6/2015,2,561.48,United States,1
SO63686,2/6/2015,2,1174.48,United States,2
SO63687,2/6/2015,3,1729.97,United States,1
SO63688,2/6/2015,3,1147.77,United Kingdom,2
SO63689,2/6/2015,1,2384.07,Germany,2
SO63690,2/7/2015,2,39.99,Australia,1
SO63691,2/7/2015,3,22.93,Australia,1
SO63692,2/7/2015,2,59.48,Australia,2
SO63693,2/7/2015,1,3.99,Australia,1
SO63694,2/7/2015,1,159,Australia,2
SO63695,2/7/2015,4,2466.32,United Kingdom,2
SO63696,2/7/2015,2,1735.98,United Kingdom,1
SO63697,2/7/2015,2,1735.98,France,2
SO63698,2/7/2015,4,1764.96,United Kingdom,2
SO63700,2/7/2015,3,828.47,United Kingdom,1
SO63701,2/7/2015,4,2369.97,United Kingdom,1
SO63702,2/7/2015,2,2354.98,Germany,2
SO63703,2/7/2015,3,2334.97,United Kingdom,1
SO63704,2/7/2015,4,2385.95,France,2
SO63705,2/7/2015,2,27.28,Canada,1
SO63706,2/7/2015,2,38.98,Canada,2
SO63707,2/7/2015,1,24.99,United States,1
SO63708,2/7/2015,2,14.98,United States,2
SO63709,2/7/2015,4,78.96,Canada,1
SO63710,2/7/2015,2,14.98,United States,1
SO63711,2/7/2015,2,78.98,United States,2
SO63712,2/7/2015,3,127.28,United States,1
SO63713,2/7/2015,2,39.98,United States,1
SO63714,2/7/2015,4,98.96,Canada,1
SO63715,2/7/2015,2,56.97,Canada,1
SO63716,2/7/2015,3,86.96,United States,2
SO63717,2/7/2015,2,71.97,United States,1
SO63718,2/7/2015,1,69.99,France,2
SO63719,2/7/2015,1,32.6,France,2
SO63720,2/7/2015,2,27.28,Germany,2
SO63721,2/7/2015,3,69.97,France,2
SO63722,2/7/2015,3,36.27,United Kingdom,2
SO63723,2/7/2015,1,4.99,France,2
SO63724,2/7/2015,4,53.96,United Kingdom,2
SO63725,2/7/2015,2,39.99,United States,2
SO63726,2/7/2015,2,85.48,Canada,1
SO63727,2/7/2015,4,589.96,United States,2
SO63728,2/7/2015,4,2400.95,United States,2
SO63729,2/7/2015,4,2394.97,United States,1
SO63730,2/7/2015,2,2329.99,United States,2
SO63731,2/7/2015,2,1264.84,Germany,2
SO63732,2/7/2015,2,1754.98,Australia,2
SO63733,2/7/2015,3,1183.47,Australia,2
SO63734,2/7/2015,2,561.48,Australia,1
SO63735,2/7/2015,3,1198.97,Australia,2
SO63736,2/7/2015,3,2405.47,Australia,2
SO63737,2/7/2015,1,2294.99,Australia,2
SO63738,2/7/2015,2,2414.99,Australia,2
SO63739,2/7/2015,2,1223.84,United States,1
SO63740,2/7/2015,2,2438.06,Canada,1
SO63741,2/7/2015,4,2453.04,United States,1
SO63742,2/7/2015,4,1184.46,United States,1
SO63743,2/7/2015,1,1700.99,United States,2
SO63744,2/7/2015,3,1763.97,United States,1
SO63745,2/7/2015,2,1709.98,United States,2
SO63746,2/7/2015,1,539.99,Germany,2
SO63747,2/7/2015,2,548.98,Germany,2
SO63748,2/7/2015,4,589.96,United Kingdom,1
SO63749,2/7/2015,2,2419.06,Germany,3
SO63750,2/7/2015,2,2393.06,Australia,1
SO63751,2/7/2015,1,2384.07,Australia,2
SO63752,2/7/2015,3,756.33,Australia,2
SO63753,2/7/2015,3,628.97,Australia,2
SO63754,2/7/2015,2,574.98,Australia,2
SO63755,2/7/2015,3,2443.55,Australia,2
SO63756,2/7/2015,3,2443.55,Australia,1
SO63757,2/8/2015,2,819.48,Germany,1
SO63758,2/8/2015,5,2539.42,Australia,2
SO63759,2/8/2015,1,24.99,Australia,2
SO63760,2/8/2015,2,32.28,Australia,2
SO63761,2/8/2015,1,4.99,Australia,3
SO63762,2/8/2015,2,7.28,Australia,1
SO63763,2/8/2015,4,614.96,France,1
SO63764,2/8/2015,1,2443.35,United Kingdom,3
SO63765,2/8/2015,4,2487.89,France,1
SO63766,2/8/2015,4,819.46,United Kingdom,1
SO63767,2/8/2015,3,828.47,Germany,2
SO63768,2/8/2015,5,2397.95,Germany,1
SO63769,2/8/2015,1,53.99,United States,1
SO63770,2/8/2015,1,2.29,Canada,1
SO63771,2/8/2015,2,28.48,Canada,1
SO63772,2/8/2015,2,30.48,United States,2
SO63773,2/8/2015,1,32.6,United States,2
SO63774,2/8/2015,3,195.59,United States,2
SO63775,2/8/2015,1,29.99,United States,1
SO63776,2/8/2015,3,37.27,United States,1
SO63777,2/8/2015,3,68.97,United States,2
SO63778,2/8/2015,3,23.97,United States,2
SO63779,2/8/2015,2,78.98,United States,2
SO63780,2/8/2015,2,123.98,Canada,3
SO63781,2/8/2015,2,13.98,United States,3
SO63782,2/8/2015,2,68.49,United States,1
SO63783,2/8/2015,1,21.98,United States,1
SO63784,2/8/2015,2,67.59,France,2
SO63785,2/8/2015,3,69.97,United Kingdom,1
SO63786,2/8/2015,4,98.96,United Kingdom,1
SO63787,2/8/2015,3,89.98,United States,1
SO63788,2/8/2015,2,39.99,United States,3
SO63789,2/8/2015,3,49.97,United Kingdom,2
SO63790,2/8/2015,1,9.99,United Kingdom,4
SO63791,2/8/2015,4,2337.27,United States,1
SO63792,2/8/2015,2,2329.98,United States,2
SO63793,2/8/2015,2,2304.98,Canada,2
SO63794,2/8/2015,2,2393.06,United Kingdom,2
SO63795,2/8/2015,2,2393.06,United Kingdom,2
SO63796,2/8/2015,4,562.96,Australia,2
SO63797,2/8/2015,2,574.98,Australia,3
SO63798,2/8/2015,1,1120.49,Australia,2
SO63799,2/8/2015,2,2478.34,Australia,2
SO63800,2/8/2015,3,2309.97,Australia,2
SO63801,2/8/2015,2,2322.28,Australia,2
SO63802,2/8/2015,2,792.34,United States,1
SO63803,2/8/2015,2,2419.06,United States,2
SO63804,2/8/2015,4,2427.04,United States,2
SO63805,2/8/2015,4,2453.04,United States,2
SO63806,2/8/2015,2,603.49,United States,1
SO63807,2/8/2015,4,588.96,United States,1
SO63808,2/8/2015,2,603.49,United States,2
SO63809,2/8/2015,2,1155.48,United States,2
SO63810,2/8/2015,2,1709.98,United States,2
SO63811,2/8/2015,2,1754.98,United States,2
SO63812,2/8/2015,3,1714.97,United States,2
SO63813,2/8/2015,3,1714.97,United States,2
SO63814,2/8/2015,2,1155.48,Germany,2
SO63815,2/8/2015,4,561.92,France,2
SO63816,2/8/2015,3,565.47,France,2
SO63817,2/8/2015,3,2398.05,Australia,2
SO63818,2/8/2015,3,2443.55,Australia,1
SO63819,2/8/2015,3,2398.05,Australia,2
SO63820,2/8/2015,1,34.99,Australia,2
SO63821,2/8/2015,1,539.99,Australia,4
SO63822,2/8/2015,2,574.98,Australia,2
SO63823,2/9/2015,1,2319.99,France,2
SO63824,2/9/2015,4,2369.96,United Kingdom,1
SO63825,2/9/2015,4,114.96,Australia,1
SO63826,2/9/2015,2,13.98,Australia,3
SO63827,2/9/2015,1,69.99,Australia,2
SO63828,2/9/2015,2,28.48,Australia,3
SO63829,2/9/2015,1,53.99,Australia,2
SO63830,2/9/2015,3,1714.97,Germany,2
SO63831,2/9/2015,4,2492.32,France,2
SO63832,2/9/2015,3,828.47,Germany,2
SO63833,2/9/2015,4,2363.96,United Kingdom,1
SO63834,2/9/2015,1,2.29,Canada,2
SO63836,2/9/2015,4,39.22,Canada,2
SO63837,2/9/2015,1,2.29,United States,2
SO63838,2/9/2015,2,39.98,United States,1
SO63839,2/9/2015,2,25.48,Canada,1
SO63840,2/9/2015,3,68.97,United States,2
SO63841,2/9/2015,2,49.48,United States,2
SO63842,2/9/2015,3,58.47,United States,1
SO63843,2/9/2015,3,71.58,United States,2
SO63844,2/9/2015,3,49.97,United States,1
SO63845,2/9/2015,2,123.98,Canada,1
SO63846,2/9/2015,1,69.99,United States,3
SO63847,2/9/2015,1,4.99,United States,3
SO63848,2/9/2015,4,37.21,United States,2
SO63849,2/9/2015,4,90.95,Canada,1
SO63850,2/9/2015,3,106.96,United States,2
SO63851,2/9/2015,2,29.93,Canada,2
SO63852,2/9/2015,2,85.48,United States,3
SO63853,2/9/2015,2,29.93,United Kingdom,2
SO63854,2/9/2015,4,196.27,Germany,2
SO63855,2/9/2015,5,128.95,France,1
SO63856,2/9/2015,1,21.49,United Kingdom,2
SO63857,2/9/2015,2,39.98,United Kingdom,2
SO63858,2/9/2015,3,42.28,United States,1
SO63859,2/9/2015,1,21.98,United States,4
SO63860,2/9/2015,1,34.99,Germany,2
SO63861,2/9/2015,4,589.96,United States,2
SO63862,2/9/2015,2,39.99,United States,1
SO63863,2/9/2015,2,2393.06,United Kingdom,2
SO63864,2/9/2015,2,1725.98,Australia,2
SO63865,2/9/2015,4,561.92,Australia,1
SO63866,2/9/2015,3,553.97,Australia,1
SO63867,2/9/2015,2,1174.48,Australia,1
SO63868,2/9/2015,4,2492.32,Australia,2
SO63869,2/9/2015,2,2451.3,Australia,2
SO63870,2/9/2015,4,2514.93,Australia,1
SO63871,2/9/2015,2,777.34,United States,2
SO63872,2/9/2015,3,565.47,Canada,2
SO63873,2/9/2015,2,1735.98,United States,1
SO63874,2/9/2015,2,1155.48,Germany,1
SO63875,2/9/2015,2,1155.48,United Kingdom,2
SO63876,2/9/2015,3,553.97,Germany,1
SO63877,2/9/2015,2,777.34,Australia,1
SO63878,2/9/2015,2,2419.06,Australia,1
SO63879,2/9/2015,2,2393.06,Australia,1
SO63880,2/10/2015,4,2359.46,Germany,2
SO63881,2/10/2015,1,2294.99,France,2
SO63882,2/10/2015,1,7.95,United States,2
SO63883,2/10/2015,3,31.27,Australia,2
SO63884,2/10/2015,3,63.97,Australia,1
SO63885,2/10/2015,3,69.97,Australia,2
SO63886,2/10/2015,3,69.97,Australia,1
SO63887,2/10/2015,3,36.96,Australia,2
SO63888,2/10/2015,3,61.97,Australia,1
SO63889,2/10/2015,3,49.97,Australia,2
SO63890,2/10/2015,1,53.99,Australia,1
SO63891,2/10/2015,1,53.99,Australia,2
SO63892,2/10/2015,2,118.49,Australia,2
SO63893,2/10/2015,4,1732.26,United Kingdom,1
SO63894,2/10/2015,1,53.99,Canada,2
SO63895,2/10/2015,1,2.29,United States,4
SO63896,2/10/2015,2,7.28,Canada,2
SO63897,2/10/2015,3,88.97,Canada,2
SO63898,2/10/2015,3,38.88,United States,1
SO63899,2/10/2015,3,69.97,United States,1
SO63900,2/10/2015,3,49.97,Canada,1
SO63901,2/10/2015,4,106.95,Canada,1
SO63902,2/10/2015,1,8.99,United States,2
SO63903,2/10/2015,1,4.99,United States,3
SO63904,2/10/2015,2,59.98,United States,1
SO63905,2/10/2015,3,103.48,Canada,2
SO63906,2/10/2015,2,13.98,United Kingdom,2
SO63907,2/10/2015,1,24.99,United Kingdom,2
SO63908,2/10/2015,1,24.99,France,2
SO63909,2/10/2015,3,64.97,France,2
SO63910,2/10/2015,2,58.98,Germany,2
SO63911,2/10/2015,2,38.98,United Kingdom,2
SO63912,2/10/2015,2,25.48,United Kingdom,1
SO63913,2/10/2015,2,38.98,France,1
SO63914,2/10/2015,2,23.78,France,2
SO63915,2/10/2015,4,108.46,United Kingdom,1
SO63916,2/10/2015,3,123.48,Germany,2
SO63917,2/10/2015,2,25.48,United Kingdom,2
SO63918,2/10/2015,2,37.29,United States,2
SO63919,2/10/2015,2,24.27,United States,1
SO63920,2/10/2015,3,68.97,Germany,1
SO63921,2/10/2015,3,80.96,Canada,1
SO63922,2/10/2015,1,49.99,France,4
SO63923,2/10/2015,4,589.96,United States,1
SO63924,2/10/2015,4,2369.97,United States,2
SO63925,2/10/2015,3,2351.96,United States,2
SO63926,2/10/2015,4,2362.27,Canada,2
SO63927,2/10/2015,6,2394.89,Canada,1
SO63928,2/10/2015,3,2350.96,United States,2
SO63929,2/10/2015,4,2337.27,United States,2
SO63930,2/10/2015,2,2329.98,United States,1
SO63931,2/10/2015,2,2322.28,Canada,1
SO63932,2/10/2015,2,1249.84,France,3
SO63933,2/10/2015,2,1735.98,Australia,2
SO63934,2/10/2015,1,539.99,Australia,2
SO63935,2/10/2015,1,539.99,Australia,2
SO63936,2/10/2015,4,2466.32,Australia,1
SO63937,2/10/2015,2,2304.98,Australia,2
SO63938,2/10/2015,2,1249.84,United States,3
SO63939,2/10/2015,1,2384.07,United States,3
SO63940,2/10/2015,2,574.98,United States,2
SO63941,2/10/2015,4,1143.46,United States,2
SO63942,2/10/2015,1,1700.99,United States,2
SO63943,2/10/2015,2,542.28,Germany,2
SO63944,2/10/2015,3,2443.55,Australia,2
SO63945,2/10/2015,4,758.62,Australia,2
SO63946,2/10/2015,4,806.76,Australia,1
SO63947,2/11/2015,2,34.98,Australia,2
SO63948,2/11/2015,2,34.98,Australia,4
SO63949,2/11/2015,1,35,Australia,2
SO63950,2/11/2015,1,4.99,Australia,4
SO63951,2/11/2015,2,39.98,Australia,2
SO63952,2/11/2015,2,74.48,Australia,2
SO63953,2/11/2015,1,2.29,Australia,2
SO63954,2/11/2015,1,54.99,Australia,3
SO63955,2/11/2015,3,554.97,Germany,2
SO63956,2/11/2015,2,1725.98,United Kingdom,2
SO63957,2/11/2015,2,839.48,United Kingdom,2
SO63958,2/11/2015,4,2343.96,France,1
SO63959,2/11/2015,2,2297.28,United Kingdom,2
SO63960,2/11/2015,4,2343.96,United Kingdom,1
SO63961,2/11/2015,2,23.78,United States,2
SO63962,2/11/2015,2,25.48,Canada,2
SO63963,2/11/2015,3,38.88,United States,2
SO63964,2/11/2015,3,37.27,United States,1
SO63965,2/11/2015,2,14.98,Canada,1
SO63966,2/11/2015,2,119.98,United States,2
SO63967,2/11/2015,2,39.98,Canada,3
SO63968,2/11/2015,4,71.95,Canada,1
SO63969,2/11/2015,4,71.95,United States,1
SO63970,2/11/2015,4,41.95,Canada,1
SO63971,2/11/2015,1,69.99,France,2
SO63972,2/11/2015,3,37.27,France,1
SO63973,2/11/2015,3,42.28,Canada,1
SO63974,2/11/2015,2,37.29,Canada,2
SO63975,2/11/2015,3,61.97,United States,1
SO63976,2/11/2015,3,42.28,United States,2
SO63977,2/11/2015,2,119.98,United States,2
SO63978,2/11/2015,2,573.98,United States,1
SO63979,2/11/2015,3,2359.98,Canada,1
SO63980,2/11/2015,4,2344.96,United States,1
SO63981,2/11/2015,3,1228.83,United Kingdom,1
SO63982,2/11/2015,1,539.99,Australia,2
SO63983,2/11/2015,1,539.99,Australia,3
SO63984,2/11/2015,4,2492.32,Australia,1
SO63985,2/11/2015,2,2322.28,Australia,2
SO63986,2/11/2015,2,2393.06,United States,2
SO63987,2/11/2015,2,2419.06,United States,2
SO63988,2/11/2015,2,548.98,Canada,2
SO63989,2/11/2015,4,600.46,United States,2
SO63990,2/11/2015,3,1775.47,United States,2
SO63991,2/11/2015,2,1170.48,France,2
SO63992,2/11/2015,3,553.97,France,1
SO63993,2/11/2015,1,742.35,Australia,3
SO63994,2/11/2015,5,862.95,Australia,2
SO63995,2/11/2015,4,2482.04,Australia,1
SO63996,2/12/2015,4,2561.32,Australia,1
SO63997,2/12/2015,2,13.98,Canada,2
SO63998,2/12/2015,3,67.97,United States,2
SO63999,2/12/2015,3,31.27,Australia,2
SO64000,2/12/2015,3,63.97,Australia,1
SO64001,2/12/2015,3,36.96,Australia,1
SO64002,2/12/2015,2,39.98,Australia,1
SO64003,2/12/2015,1,4.99,Australia,2
SO64004,2/12/2015,2,39.98,Australia,3
SO64005,2/12/2015,2,58.98,Australia,1
SO64006,2/12/2015,1,49.99,Australia,1
SO64007,2/12/2015,2,2478.34,France,1
SO64008,2/12/2015,2,59.48,Canada,2
SO64009,2/12/2015,3,82.47,Canada,1
SO64010,2/12/2015,3,63.97,United States,1
SO64011,2/12/2015,3,63.97,United States,1
SO64012,2/12/2015,3,36.27,United States,2
SO64013,2/12/2015,2,29.48,United States,2
SO64014,2/12/2015,3,36.27,United States,1
SO64015,2/12/2015,1,4.99,United States,2
SO64016,2/12/2015,2,29.98,United States,1
SO64017,2/12/2015,1,32.6,United States,3
SO64018,2/12/2015,1,32.6,Canada,3
SO64019,2/12/2015,2,63.98,United States,1
SO64020,2/12/2015,1,9.99,United States,3
SO64021,2/12/2015,4,77.96,Canada,1
SO64022,2/12/2015,3,128.97,United States,1
SO64023,2/12/2015,2,78.98,United States,1
SO64024,2/12/2015,2,119.98,United States,4
SO64025,2/12/2015,2,7.28,Canada,2
SO64026,2/12/2015,2,56.97,United States,2
SO64027,2/12/2015,3,66.96,Germany,2
SO64028,2/12/2015,3,37.27,United Kingdom,2
SO64029,2/12/2015,5,58.95,United Kingdom,1
SO64030,2/12/2015,4,35.72,France,2
SO64031,2/12/2015,3,62.97,Germany,1
SO64032,2/12/2015,3,60.47,France,2
SO64033,2/12/2015,1,21.49,Germany,2
SO64034,2/12/2015,2,13.98,France,2
SO64035,2/12/2015,3,902.98,United States,2
SO64036,2/12/2015,3,2319.26,Canada,2
SO64037,2/12/2015,4,2464.26,United States,1
SO64038,2/12/2015,4,2331.95,United States,2
SO64039,2/12/2015,4,1764.96,Australia,1
SO64040,2/12/2015,2,574.98,Australia,2
SO64041,2/12/2015,4,2543.44,Australia,2
SO64042,2/12/2015,7,2399.23,Australia,1
SO64043,2/12/2015,6,2439.98,United States,1
SO64044,2/12/2015,2,561.48,United States,2
SO64045,2/12/2015,3,553.97,United States,3
SO64046,2/12/2015,4,607.96,United States,2
SO64047,2/12/2015,2,548.98,France,2
SO64048,2/12/2015,4,588.96,United Kingdom,2
SO64049,2/12/2015,5,2483.03,United Kingdom,1
SO64050,2/12/2015,2,796.34,Australia,2
SO64051,2/12/2015,3,801.83,Australia,2
SO64052,2/12/2015,3,1313.34,Australia,2
SO64053,2/12/2015,4,562.96,Australia,2
SO64055,2/13/2015,2,27.28,Australia,2
SO64056,2/13/2015,1,29.99,Australia,2
SO64057,2/13/2015,4,201.28,Australia,1
SO64058,2/13/2015,2,39.99,Australia,2
SO64059,2/13/2015,2,58.98,Australia,1
SO64060,2/13/2015,1,69.99,Australia,2
SO64061,2/13/2015,2,59.48,Australia,1
SO64062,2/13/2015,3,113.47,Australia,1
SO64063,2/13/2015,1,28.99,Australia,2
SO64064,2/13/2015,1,8.99,Australia,2
SO64065,2/13/2015,2,599.98,France,3
SO64066,2/13/2015,2,1754.98,Germany,2
SO64067,2/13/2015,2,1750.98,France,2
SO64068,2/13/2015,3,2479.94,France,1
SO64069,2/13/2015,4,823.46,United Kingdom,1
SO64070,2/13/2015,4,2348.96,United Kingdom,1
SO64071,2/13/2015,2,2304.98,United Kingdom,1
SO64072,2/13/2015,4,2385.95,Germany,2
SO64073,2/13/2015,1,24.99,Australia,2
SO64074,2/13/2015,1,2.29,United States,3
SO64075,2/13/2015,1,4.99,Canada,2
SO64076,2/13/2015,3,49.97,United States,1
SO64077,2/13/2015,2,36.59,United States,1
SO64078,2/13/2015,3,100.09,United States,1
SO64079,2/13/2015,3,71.58,Canada,2
SO64080,2/13/2015,2,34.98,United States,2
SO64081,2/13/2015,3,69.97,United States,2
SO64082,2/13/2015,3,64.97,United States,2
SO64083,2/13/2015,3,49.97,Canada,2
SO64084,2/13/2015,1,69.99,United States,2
SO64085,2/13/2015,2,14.98,Canada,2
SO64086,2/13/2015,1,69.99,United States,3
SO64087,2/13/2015,2,13.98,Canada,2
SO64088,2/13/2015,2,39.98,United States,2
SO64089,2/13/2015,3,15.23,Canada,2
SO64090,2/13/2015,3,80.96,United States,1
SO64091,2/13/2015,3,186.28,Germany,1
SO64092,2/13/2015,4,98.96,France,1
SO64093,2/13/2015,1,4.99,Germany,1
SO64094,2/13/2015,3,69.97,United Kingdom,2
SO64095,2/13/2015,2,30.48,France,1
SO64096,2/13/2015,1,3.99,United Kingdom,2
SO64097,2/13/2015,5,89.96,United States,1
SO64098,2/13/2015,2,69.99,United States,2
SO64099,2/13/2015,4,71.95,United States,1
SO64100,2/13/2015,3,2478.24,United States,1
SO64101,2/13/2015,3,592.27,United States,1
SO64102,2/13/2015,4,2415.46,United States,1
SO64103,2/13/2015,3,786.33,France,1
SO64104,2/13/2015,4,1188.46,Australia,1
SO64105,2/13/2015,3,579.97,Australia,2
SO64106,2/13/2015,1,2319.99,Australia,2
SO64107,2/13/2015,1,2319.99,Australia,1
SO64108,2/13/2015,4,2394.97,Australia,2
SO64109,2/13/2015,2,777.34,United States,2
SO64110,2/13/2015,2,2419.06,United States,3
SO64111,2/13/2015,2,2419.06,United States,1
SO64112,2/13/2015,4,589.96,United States,2
SO64113,2/13/2015,3,1179.97,United States,1
SO64114,2/13/2015,2,574.98,United Kingdom,2
SO64115,2/14/2015,3,1763.97,Germany,2
SO64116,2/14/2015,1,34.99,United States,2
SO64117,2/14/2015,2,13.98,Australia,2
SO64118,2/14/2015,2,26.97,Australia,2
SO64119,2/14/2015,1,4.99,Australia,2
SO64120,2/14/2015,2,62.98,Australia,2
SO64121,2/14/2015,2,36.59,Australia,2
SO64122,2/14/2015,1,24.49,Australia,2
SO64123,2/14/2015,1,1700.99,France,2
SO64124,2/14/2015,3,1785.97,United Kingdom,1
SO64125,2/14/2015,5,815.44,Germany,2
SO64126,2/14/2015,2,2329.98,Germany,1
SO64127,2/14/2015,3,2395.96,France,2
SO64128,2/14/2015,3,2352.27,United Kingdom,3
SO64129,2/14/2015,4,2344.96,France,1
SO64130,2/14/2015,1,49.99,United States,2
SO64131,2/14/2015,1,49.99,Canada,4
SO64132,2/14/2015,2,7.28,United States,1
SO64133,2/14/2015,2,33.98,United States,1
SO64134,2/14/2015,3,32.27,Canada,2
SO64135,2/14/2015,1,29.99,United States,3
SO64136,2/14/2015,2,14.98,United States,2
SO64137,2/14/2015,3,23.97,United States,1
SO64138,2/14/2015,2,78.98,Canada,3
